Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
DART Ventures,https://www.crunchbase.com/organization/dart-17,"Micro VC, Venture Capital",16,1,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed",DART Ventures is an early stage VC for European climate and health tech startups thriving on the US market.,"Europe, Middle East, and Africa (EMEA)",2023-07-01,day,https://www.dart.ventures/,https://www.linkedin.com/company/dartlabs,15,4,
Innovaud,https://www.crunchbase.com/organization/innovaud,Accelerator,16,,"Lausanne, Vaud, Switzerland",Non Equity Assistance,"Innovaud is the innovation and investment promotion agency for the canton of Vaud, in Switzerland’s Lake Geneva region.","Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.innovaud.ch,http://www.linkedin.com/company/innovaud,16,16,
Changer Club,https://www.crunchbase.com/organization/changer-club,"Angel Group, Syndicate, Venture Capital",15,1,"Lausanne, Vaud, Switzerland","Late Stage Venture, Secondary Market","Changer Club is Europe’s premier angel investors community. We unite 150 high-profile businessmen from 14 countries, curious about venture.","Europe, Middle East, and Africa (EMEA)",2018-11-29,day,https://clubchanger.com/,https://www.linkedin.com/company/12631036,15,,1
Gentian Investments,https://www.crunchbase.com/organization/gentian-investments,"Angel Group, Venture Capital",14,2,"Kilchberg, Zurich, Switzerland","Early Stage Venture, Seed",Early-stage investment company with focus on technology in Central Europe,"Europe, Middle East, and Africa (EMEA)",2017-02-22,day,http://gentian.investments,https://www.linkedin.com/company/gentian/about/,14,1,
CV Labs,https://www.crunchbase.com/organization/cv-labs,"Accelerator, Incubator, Private Equity Firm",14,1,"Zug, Zug, Switzerland",Seed,CV Labs is a venture capital and private equity that expertise in cryptocurrency and blockchain solutions.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://cvlabs.com/,https://www.linkedin.com/company/cv-labs/,13,12,
Bootstrap Europe,https://www.crunchbase.com/organization/bootstrap-europe,Venture Debt,14,2,"Zürich, Zurich, Switzerland",Debt,Bootstrap europe provides successful entrepreneurs with non dilutive funding to help them grow quickly and scale.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://bootstrap-europe.com/,https://www.linkedin.com/company/bootstrap-europe-s-c-sp/,13,2,1
Vanguard Accelerator,https://www.crunchbase.com/organization/vanguard-accelerator,Accelerator,14,,"Epalinges, Vaud, Switzerland","Grant, Non Equity Assistance","The Vanguard Accelerator is a free six-month programme, run by Biopôle SA and its partners, to help digital-health startups.","Europe, Middle East, and Africa (EMEA)",2004-01-01,year,https://www.biopole.ch/start-ups/vanguard/,https://www.linkedin.com/company/biopole,14,14,
Hemex,https://www.crunchbase.com/organization/hemex,"Co-Working Space, Incubator",13,,"Liestal, Basel-Landschaft, Switzerland","Early Stage Venture, Grant, Seed",Hemex AG helps its clients to develop pharmaceuticals and medical devices.,"Europe, Middle East, and Africa (EMEA)",2015-05-29,day,https://hemex.ch/,https://www.linkedin.com/company/hemex-ag/,9,5,
Pinto Ventures,https://www.crunchbase.com/organization/pinto-ventures,"Accelerator, Micro VC",13,2,"Walchwil, Zug, Switzerland",Seed,Pinto Ventures is a seed capital and company-building private fund.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://www.pinto.ventures/,https://www.linkedin.com/company/14072737/admin/,12,5,
Logan Capital AG,https://www.crunchbase.com/organization/logan-capital-ag,Angel Group,13,4,"Saint Gallen, Sankt Gallen, Switzerland","Early Stage Venture, Seed","Logan Capital AG, previously Mountain Super Angel, helps business leaders in all of these areas.","Europe, Middle East, and Africa (EMEA)",2007-01-01,year,http://www.super-angel.ch,,10,1,
QAI Ventures,https://www.crunchbase.com/organization/qai-ventures,"Accelerator, Venture Capital",11,,"Arlesheim, Basel-Landschaft, Switzerland","Early Stage Venture, Late Stage Venture, Seed, Venture",Building a Global Ecosystem to Support Advanced Computing Startups.,"Europe, Middle East, and Africa (EMEA)",2023-02-01,day,https://qai-ventures.com,https://www.linkedin.com/company/QAIventures,11,8,
Gebert Rüf Stiftung,https://www.crunchbase.com/organization/gebert-rüf-stiftung,"Entrepreneurship Program, Government Office",11,,"Basel, Basel-Stadt, Switzerland","Early Stage Venture, Grant",Gebert Rüf Foundation is the largest Science Foundation of Switzerland with headquarters in Basel.,"Europe, Middle East, and Africa (EMEA)",1997-01-01,year,http://grstiftung.ch,https://www.linkedin.com/company/grstiftung/,10,3,
kineo finance,https://www.crunchbase.com/organization/diamedcare,Venture Debt,11,,"Basel, Basel-Stadt, Switzerland","Debt, Late Stage Venture, Post-Ipo, Venture",kineo finance provides tailor-made venture leasing and working capital solutions,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://kineofinance.com,https://www.linkedin.com/company/kineo-finance,9,6,
BaseLaunch,https://www.crunchbase.com/organization/baselaunch,"Accelerator, Venture Capital",10,,"Allschwil, Basel-Landschaft, Switzerland","Early Stage Venture, Grant, Seed",The BaseLaunch accelerator is tailored to the needs of healthcare startups.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.baselaunch.ch/,https://www.linkedin.com/company/baselaunch,10,8,
W.A. DE VIGIER,https://www.crunchbase.com/organization/w-a-de-vigier,Entrepreneurship Program,9,,"Solothurn, Solothurn, Switzerland",,The goal is to give financial support to young entrepreneurs in Switzerland to start their buissnesses.,"Europe, Middle East, and Africa (EMEA)",1987-01-01,year,http://www.devigier.ch,https://www.linkedin.com/company/w-a-de-vigier,8,6,
GISEV Family Office,https://www.crunchbase.com/organization/gisev-family-office,"Family Investment Office, Syndicate, Venture Capital",8,,"Lugano, Ticino, Switzerland",Early Stage Venture,GISEV Family Office is a investment firm.,"Europe, Middle East, and Africa (EMEA)",2017-01-16,day,http://www.gisev.com/,https://www.linkedin.com/company/gisev-family-office/,8,2,
Biopôle,https://www.crunchbase.com/organization/biopôle,University Program,8,,"Epalinges, Vaud, Switzerland",,Biopôle is a clinical work and research firm.,"Europe, Middle East, and Africa (EMEA)",2004-01-01,year,https://www.biopole.ch,https://www.linkedin.com/company/biopole,7,7,
Swisspreneur Syndicate,https://www.crunchbase.com/organization/swisspreneur-syndicate,"Accelerator, Angel Group",8,,"Zürich, Zurich, Switzerland",Seed,Swisspreneur Syndicate connects investors with exceptional founder talents from our community for pre-seed investments.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.swisspreneur.org/,https://www.linkedin.com/company/swisspreneur/,8,1,
Swiss Economic Award,https://www.crunchbase.com/organization/swiss-economic-award,Incubator,8,1,"Bern, Bern, Switzerland",Grant,Swiss Economic Award is the most important young entrepreneur prize in Switzerland.,"Europe, Middle East, and Africa (EMEA)",1998-01-01,year,https://www.swisseconomic.ch/en/swiss-economic-award-2020/,https://www.linkedin.com/company/swisseconomicforum,8,8,
Startfeld,https://www.crunchbase.com/organization/startfeld,"Accelerator, Venture Capital",8,,"Saint Gallen, Sankt Gallen, Switzerland",Seed,Startfeld is a non-profit association with a philanthropic goal setting to support start-ups and innovation in the St.GallenBodenseeArea.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.startfeld.ch,https://www.linkedin.com/company/startfeld---the-innovation-and-start-up-network-in-the-st.gallenbodenseearea,7,2,
ETH Zurich,https://www.crunchbase.com/organization/eth-zurich,University Program,7,1,"Zürich, Zurich, Switzerland",,"ETH Zurich is an engineering, science, technology, mathematics, and management university.","Europe, Middle East, and Africa (EMEA)",1855-01-01,year,https://www.ethz.ch,https://www.linkedin.com/school/4923,7,1,
Schweizer Kapital Global Impact Fund,https://www.crunchbase.com/organization/schweizer-kapital-global-impact-fund-ag,"Accelerator, Entrepreneurship Program, Family Investment Office, Venture Capital",7,1,"Zürich, Zurich, Switzerland","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture","First specialized impact investor in Germany, Austria and Switzerland since beginning of 2018 for exclusively disruptive business models.","Europe, Middle East, and Africa (EMEA)",2018-01-01,month,https://schweizer-kapital.ch/en/global-impact-fund/,https://www.linkedin.com/company/schweizer-kaptal-global-impact-fund-ag,5,5,
Aare Ventures,https://www.crunchbase.com/organization/aare-ventures,"Angel Group, Venture Capital",7,,"Stettlen, Bern, Switzerland",Early Stage Venture,Aare Ventures is an active business angel community that provides financing for early stage startups from the Bern Mittelland region.,"Europe, Middle East, and Africa (EMEA)",2019-07-15,day,https://www.aare-ventures.ch/,https://www.linkedin.com/company/aare-ventures/,6,2,
Switzerland Innovation Tech4Impact Initiative,https://www.crunchbase.com/organization/switzerland-innovation-tech4impact-initiative,Accelerator,7,,"Bern, Bern, Switzerland",Grant,SITI is to facilitate the realization of innovation projects that tackle society’s most pressing environmental and societal challenges.,"Europe, Middle East, and Africa (EMEA)",,,https://sitech4impact.ch,,7,7,
Arab Bank (Switzerland),https://www.crunchbase.com/organization/arab-bank-switzerland,"Investment Bank, Syndicate",6,,"Geneva, Geneve, Switzerland","Debt, Early Stage Venture, Seed",Arab Bank (Switzerland) is provides private banking services & built an excellent reputation in the successful management of client assets.,"Europe, Middle East, and Africa (EMEA)",1962-01-01,year,https://www.arabbank.ch,https://www.linkedin.com/company/arab-bank-switzerland-ltd,4,1,
Swiss Start Up Factory,https://www.crunchbase.com/organization/swiss-startup-factory,Accelerator,6,1,"Zürich, Zurich, Switzerland",Seed,"Launched in 2014, the Swiss Start Up Factory is a Zurich-based accelerator, looking for thriving digital entrepreneurs","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://www.swissstartupfactory.com,https://www.linkedin.com/company/swiss-start-up-factory-ag,6,2,1
4WARD.VC,https://www.crunchbase.com/organization/4ward-vc-s-partner-in-crime-climate-accelerator,"Accelerator, Venture Capital",6,,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed","The world’s most hands-on, sales & traction-focused accelerator for elite early stage climate companies.","Europe, Middle East, and Africa (EMEA)",2022-01-01,year,http://4ward.vc/accelerator,https://www.linkedin.com/company/86764424,6,1,
Dexzbitz Corp,https://www.crunchbase.com/organization/dexzbitz-corp,"Accelerator, Angel Group, Corporate Venture Capital, Hedge Fund, Investment Bank, Micro VC, Private Equity Firm, Venture Capital",6,,"Zürich, Zurich, Switzerland","Crowdfunding, Early Stage Venture, Late Stage Venture, Private Equity, Seed","VC arm of Dexzbitz DAO, funds decentralized projects. It empowers token holders to vote on investments, ensuring transparency and innovation","Europe, Middle East, and Africa (EMEA)",2016-01-11,day,https://dexzbitz.com,,4,5,
EVA Basel,https://www.crunchbase.com/organization/eva-basel,"Entrepreneurship Program, Venture Capital",6,,"Basel, Basel-Stadt, Switzerland","Early Stage Venture, Seed",EVA is sparring partner for new entrepreneurs in the Life Sciences with planned base in north-western Switzerland.,"Europe, Middle East, and Africa (EMEA)",1996-01-01,year,http://eva-basel.ch/en,https://www.linkedin.com/company/eva---the-basel-start-up-agency/about/,5,3,
Seedstars World,https://www.crunchbase.com/organization/seedstars-world-sa,"Accelerator, Startup Competition",5,,"Carouge, Geneve, Switzerland","Early Stage Venture, Grant, Seed",Seedstars World SA is an exclusive worldwide competition to discover the best startups in emerging markets.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.seedstarsworld.com,https://www.linkedin.com/company/seedstars-world,5,,
Rewired,https://www.crunchbase.com/organization/rewired,Micro VC,5,,"Lausanne, Vaud, Switzerland",Seed,"Launched in summer 2017, Rewired is a deep-tech fund, investing in applied science and technologies that advance machine perception.","Europe, Middle East, and Africa (EMEA)",2017-08-01,day,https://www.rewired.com,https://www.linkedin.com/company/11198524/,5,1,
Next Generation Finance,https://www.crunchbase.com/organization/next-generation-finance,Micro VC,5,2,"Zug, Zug, Switzerland","Early Stage Venture, Seed",NGF invests in companies which are well positioned to benefit from new megatrends in finance.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,http://www.nextgfi.com,https://www.linkedin.com/company/next-generation-finance-management,3,1,
Alpha Associates,https://www.crunchbase.com/organization/alpha-associates,"Fund Of Funds, Private Equity Firm, Venture Debt",5,1,"Zürich, Zurich, Switzerland","Debt, Private Equity",ALPHA Associates offers tailored private equity solutions to institutional and private clients.,"Europe, Middle East, and Africa (EMEA)",2004-01-01,year,http://www.alpha-associates.ch,https://www.linkedin.com/company/alpha-associates,5,,1
SEIF,https://www.crunchbase.com/organization/seif-30d9,"Accelerator, Incubator",5,,"Zürich, Zurich, Switzerland","Grant, Seed",SEIF supports innovative impact entrepreneurs addressing social and environmental challenges to reach the SDGs.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,https://seif.org/,https://www.linkedin.com/company/seif/,5,4,
Technopark Luzern,https://www.crunchbase.com/organization/technopark-luzern,Incubator,5,,"Root, Luzern, Switzerland",,Technopark Luzern is a place to develop a good business idea into a successful enterprise.,"Europe, Middle East, and Africa (EMEA)",2003-01-01,year,http://www.technopark-luzern.ch/en,https://www.linkedin.com/company/technopark-luzern,5,5,
ESA Business Incubation Centre Switzerland,https://www.crunchbase.com/organization/esa-business-incubation-centre-switzerland,Incubator,5,,"Zürich, Zurich, Switzerland",Non Equity Assistance,ESA Business Incubation Centre Switzerland offers broad support packages to entrepreneurs and young start-ups.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.esabic.ch,https://www.linkedin.com/company/esa-bic-switzerland,5,3,
Angelgate,https://www.crunchbase.com/organization/angelgate,Angel Group,5,,"Saint Gallen, Sankt Gallen, Switzerland","Early Stage Venture, Seed",ANGELGATE is Club of Business Angels from all over Europe.,"Europe, Middle East, and Africa (EMEA)",,,https://angelgate.ch/,,3,,
Wyss Zurich,https://www.crunchbase.com/organization/wyss-zurich,Accelerator,5,1,"Zürich, Zurich, Switzerland","Early Stage Venture, Seed",Wyss Zurich is a joint accelerator of the University of Zurich and ETH Zurich (Swiss Federal Institute of Technology Zurich).,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://www.wysszurich.uzh.ch/about-us/wyss-zurich-model,https://www.linkedin.com/company/wysszurich/,5,3,
A3 Angels,https://www.crunchbase.com/organization/a3-angels,Angel Group,5,,"Lausanne, Vaud, Switzerland",,A3 Angels provide support to alumni of Swiss engineering or business schools who want to launch technology companies.,"Europe, Middle East, and Africa (EMEA)",2008-01-01,year,http://www.a3angels.ch,,2,2,
02X6-CAPITAL,https://www.crunchbase.com/organization/02x6-capital,"Accelerator, Angel Group, Corporate Venture Capital, Incubator, Investment Bank, Micro VC, Private Equity Firm, Venture Capital",4,,"Zürich, Zurich, Switzerland","Crowdfunding, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Post-Ipo, Private Equity, Seed",02X6 CAPITAL IS INVESTMENT FIRM INVEST IN STARTUP VIA IEO AND ICO AND PRIVATE EQUITY,"Europe, Middle East, and Africa (EMEA)",2016-05-12,day,https://02x6.com/,,3,1,
Atrinum. | Ventures,https://www.crunchbase.com/organization/atrinum-ventures-ag,"Accelerator, Micro VC, Venture Capital",4,,"Zug, Zug, Switzerland","Early Stage Venture, Seed, Venture",Atrinum. | Ventures is a Swiss Micro VC company that provides investment and consulting services for early and middle market companies.,"Europe, Middle East, and Africa (EMEA)",2018-01-16,day,http://www.atrinumventures.com,,4,4,
Venturelab,https://www.crunchbase.com/organization/academia-industry-training,Accelerator,4,,"Schlieren, Zurich, Switzerland",Grant,Venturelab Help scientists turn their applied research into marketable products.,"Europe, Middle East, and Africa (EMEA)",2004-01-01,year,https://www.venturelab.swiss/AIT,https://www.linkedin.com/company/venturelab,4,4,
Seedstars Investments,https://www.crunchbase.com/organization/seedstars-investments,Accelerator,4,,"Carouge, Geneve, Switzerland",Seed,Funding and accelerating high growth technology ventures in emerging markets,"Europe, Middle East, and Africa (EMEA)",2013-01-01,day,http://www.seedstarsinvestments.com,https://www.linkedin.com/in/cgrahambrown,4,,
Rejuveron Life Sciences,https://www.crunchbase.com/organization/rejuveron-life-sciences,Incubator,3,,"Schlieren, Zurich, Switzerland",Early Stage Venture,Rejuveron Life Sciences is a fully integrated biotechnology platform company that invests in people and ideas to develop therapies.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://rejuveron.com/en/,https://www.linkedin.com/company/rejuveron/,2,3,
Aperture.co,https://www.crunchbase.com/organization/aperture-8526,Accelerator,3,,"Geneva, Geneve, Switzerland","Early Stage Venture, Seed","Aperture is a strategy and marketing specialist that designs, builds, funds, and scales technology-driven companies.","Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://aperture.co/,https://www.linkedin.com/company/apertureco/,3,1,
Ariane Capital,https://www.crunchbase.com/organization/ariane-capital,"Accelerator, Family Investment Office, Private Equity Firm, Venture Capital",3,,"Geneva, Geneve, Switzerland","Convertible Note, Debt, Initial Coin Offering, Secondary Market, Seed",Ariane Capital is a multi-family office specialized in wealth management and cryptocurrency,"Europe, Middle East, and Africa (EMEA)",2013-10-01,month,https://arianecapital.com/,https://.linkedin.com/company/ariane-capital/,3,,
Rhône Finance,https://www.crunchbase.com/organization/rhône-finance,"Accelerator, Private Equity Firm",3,,"Geneva, Geneve, Switzerland","Debt, Early Stage Venture, Private Equity",Rhône Finance advises and accompanies companies with their financial developments.,"Europe, Middle East, and Africa (EMEA)",2013-06-05,day,http://www.rhonefinance.com,https://www.linkedin.com/company/rh%C3%B4ne-finance/,3,3,
DayOne accelerator,https://www.crunchbase.com/organization/dayone-accelerator,"Accelerator, Incubator",3,,"Basel, Basel-Stadt, Switzerland","Early Stage Venture, Seed","DayOne supports promising ventures that combine groundbreaking technologies, healthcare expertise and entrepreneurial spirit.","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.dayone.swiss/dayone/accelerator.html,https://www.linkedin.com/company/dayone-healthcare-innovation/?viewAsMember=true,3,3,
