Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Possible Ventures,https://www.crunchbase.com/organization/possible-ventures,Venture Capital,138,1,"Munich, Bayern, Germany","Early Stage Venture, Seed",Possible Ventures backs ambitious teams building frontier technology to positively impact people and the planet.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://possible.ventures,https://www.linkedin.com/company/possible-vc,115,7,
Star Ventures,https://www.crunchbase.com/organization/star-ventures,Venture Capital,138,45,"München, Bayern, Germany","Debt, Early Stage Venture, Late Stage Venture",Star Ventures ia a venture capital firm.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1992-01-01,year,http://www.star-ventures.com,https://www.linkedin.com/company/star-ventures/,74,17,7
468 Capital,https://www.crunchbase.com/organization/468-capital,Venture Capital,133,10,"Berlin, Berlin, Germany",Early Stage Venture,468 Capital is an investment firm that identifies and manages opportunities across various markets and industries.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.468cap.com,https://www.linkedin.com/company/468-capital/,106,55,1
1kx,https://www.crunchbase.com/organization/1kx,Venture Capital,124,1,"Berlin, Berlin, Germany","Early Stage Venture, Late Stage Venture, Seed, Venture",1kx is a crypto investment firm that specializes in ecosystem growth.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2018-01-01,year,http://1kx.network,https://www.linkedin.com/company/1kxnetwork/,105,50,
Acton Capital,https://www.crunchbase.com/organization/acton-capital-partners,Venture Capital,123,42,"München, Bayern, Germany","Early Stage Venture, Late Stage Venture, Venture","Acton Capital is a leading growth venture capital investor in tech-enabled business models, headquartered in Munich, Germany.","European Union (EU), Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://www.actoncapital.com,http://www.linkedin.com/company/acton-capital-partners,84,51,6
Capnamic Ventures,https://www.crunchbase.com/organization/capnamic-ventures,Venture Capital,113,16,"Cologne, Nordrhein-Westfalen, Germany","Early Stage Venture, Late Stage Venture, Seed",Capnamic is a venture capital firm from Berlin/Cologne doing early-stage investments in outstanding teams in Germany/Austria/Switzerland.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://capnamic.com,https://www.linkedin.com/company/2959106,66,46,
UVC Partners,https://www.crunchbase.com/organization/uvc-partners,Venture Capital,113,9,"Garching, Bayern, Germany","Early Stage Venture, Late Stage Venture, Seed, Venture",We partner with Europe's most ambitious early-stage B2B tech startups.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://www.uvcpartners.com/,https://www.linkedin.com/company/uvc-partners,54,42,1
eCAPITAL ENTREPRENEURIAL PARTNERS,https://www.crunchbase.com/organization/ecapital-entrepreneurial-partners-ag,Venture Capital,111,21,"Münster, Nordrhein-Westfalen, Germany","Convertible Note, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",eCAPITAL is a venture capital firm that provides early to growth stage funding to technology companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://www.ecapital.vc,https://www.linkedin.com/company/ecapital-entrepreneurial-partners,64,78,
Leblon Capital,https://www.crunchbase.com/organization/leblon-capital,"Private Equity Firm, Venture Capital",110,9,"Munich, Bayern, Germany","Early Stage Venture, Late Stage Venture",Leblon Capital is an investment firm.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://leblon-capital.notion.site/,https://www.linkedin.com/company/leblon-capital/,109,3,3
bmp Ventures,https://www.crunchbase.com/organization/bmp-ag,Venture Capital,110,17,"Berlin, Berlin, Germany","Early Stage Venture, Late Stage Venture, Seed",bmp Ventures is a venture capital firm.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1997-01-01,day,http://www.bmp.com,https://www.linkedin.com/company/bmpventures/,92,44,4
Redstone.VC,https://www.crunchbase.com/organization/redstone-digital-gmbh,"Venture Capital, Venture Debt",109,8,"Berlin, Berlin, Germany","Debt, Early Stage Venture, Non Equity Assistance, Seed, Venture",Redstone is a European venture capital firm following selected investment strategies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2014-03-01,day,http://www.redstone.vc,http://www.linkedin.com/company/redstone-digital-gmbh,87,41,
Target Partners,https://www.crunchbase.com/organization/target-partners,Venture Capital,109,22,"Munich, Bayern, Germany","Early Stage Venture, Late Stage Venture, Seed, Venture",Target Partners is a German venture capital firm that invests in early-stage technology companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://www.targetpartners.de,http://www.linkedin.com/company/target-partners-gmbh,49,43,
BayBG Venture Capital,https://www.crunchbase.com/organization/baybg,Venture Capital,107,12,"München, Bayern, Germany","Late Stage Venture, Seed, Venture",BayBG Venture Capital is a private investment company that invests in straight equity.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1972-01-01,year,https://www.baybg-vc.de/,https://www.linkedin.com/showcase/venturecapital/,84,30,1
La Famiglia,https://www.crunchbase.com/organization/la-famiglia,Venture Capital,103,9,"Berlin, Berlin, Germany",Early Stage Venture,La Famiglia is an early-stage venture capital fund backing the best tech entrepreneurs across Europe and the US.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://lafamiglia.vc/,https://www.linkedin.com/company/la-famiglia-vc/,77,26,
TVM Capital,https://www.crunchbase.com/organization/tvm-capital,Venture Capital,101,33,"Munich, Bayern, Germany","Early Stage Venture, Late Stage Venture, Venture",TVM Capital is a global venture and growth capital firm that aims to finance select biopharmaceutical and medical device companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1983-01-01,year,http://www.tvm-capital.com,http://www.linkedin.com/company/tvm-capital,55,19,15
Hasso Plattner Ventures,https://www.crunchbase.com/organization/hasso-plattner-ventures,"Micro VC, Venture Capital",95,23,"Potsdam, Brandenburg, Germany",Late Stage Venture,"Hasso Plattner Ventures invests in fast-growing, information technology-driven companies.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2005-07-01,day,http://www.hp-ventures.com,https://www.linkedin.com/company/hasso-plattner-ventures/,60,12,3
coparion,https://www.crunchbase.com/organization/coparion,"Accelerator, Venture Capital",94,11,"Cologne, Nordrhein-Westfalen, Germany","Early Stage Venture, Late Stage Venture",Coparion provides venture capital to accelerate momentum and growth.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.coparion.vc/en,https://www.linkedin.com/company/coparion-gmbh-&-co.-kg,53,5,
Creathor Ventures,https://www.crunchbase.com/organization/creathor-venture-management,Venture Capital,92,22,"Bad Homburg, Hessen, Germany","Early Stage Venture, Seed",Creathor Ventures invests in technology-oriented companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2003-01-01,year,http://www.creathor.com,http://www.linkedin.com/company/creathor-venture,59,38,
10x Group,https://www.crunchbase.com/organization/10xgroup,Venture Capital,91,14,"Munich, Bayern, Germany","Early Stage Venture, Late Stage Venture, Seed, Venture",10x Group is a group of serial entrepreneurs and founders investing in founders of digital start-ups in Europe and Silicon Valley.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2006-01-01,month,http://10x.group/,https://www.linkedin.com/company/15157256/,67,6,2
Cavalry Ventures,https://www.crunchbase.com/organization/cavalry-ventures,Venture Capital,91,4,"Berlin, Berlin, Germany","Convertible Note, Early Stage Venture, Seed, Venture",Cavalry Ventures is a Berlin-based pre-seed and seed venture capital investor.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.cavalry.vc/,https://www.linkedin.com/company/cavalry-ventures,50,31,
Foundamental,https://www.crunchbase.com/organization/foundamental,Venture Capital,89,5,"Berlin, Berlin, Germany","Early Stage Venture, Seed, Venture",First partner to exceptional founders re-creating the real world globally.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://foundamental.com,https://www.linkedin.com/company/foundamental/,58,17,
Cipio Partners,https://www.crunchbase.com/organization/cipio-partners,"Private Equity Firm, Venture Capital",87,40,"Munich, Bayern, Germany","Late Stage Venture, Private Equity, Venture",Investment management and advisory firm for European growth capital & minority buyouts for technology companies.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2003-06-01,day,http://www.cipiopartners.com,http://www.linkedin.com/company/cipio-partners,65,23,6
MIG Capital,https://www.crunchbase.com/organization/mig-ag,Venture Capital,87,12,"München, Bayern, Germany","Early Stage Venture, Late Stage Venture","MIG is a leading German VC investor, focused on early to mid-stage Deep Tech and Life Science companies.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2004-12-15,day,http://www.mig.ag/en/,https://www.linkedin.com/company/mig-capital-ag/,36,40,3
TEV Ventures,https://www.crunchbase.com/organization/tengelmann-ventures,Venture Capital,86,23,"Essen, Nordrhein-Westfalen, Germany",Early Stage Venture,Venture Capital for Europe's Most Ambitious.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2009-01-01,year,https://www.cuspcapital.com,https://www.linkedin.com/company/tev-ventures/,57,26,4
Fly Ventures,https://www.crunchbase.com/organization/fly-ventures,"Micro VC, Venture Capital",84,7,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Fly Ventures is a first check VC for technical founders solving hard problems.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-06-01,month,http://www.fly.vc,https://www.linkedin.com/company/fly-ventures/,50,38,
Future Energy Ventures,https://www.crunchbase.com/organization/future-energy-ventures,Venture Capital,82,11,"Berlin, Berlin, Germany","Early Stage Venture, Late Stage Venture",Future Energy Ventures is a Venture capital and collaboration platform that brings together corporate partners and  start-ups.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2020-10-01,day,https://fev.vc,https://www.linkedin.com/company/futureenergyventures/,59,23,
SquareOne Venture Capital,https://www.crunchbase.com/organization/squarone-vc,Venture Capital,82,8,"Berlin, Berlin, Germany","Early Stage Venture, Seed",SquareOne is a venture capital firm focused on pre-seed and seed investments in B2B technology.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2010-01-01,year,https://squareone.vc/,https://www.linkedin.com/company/squareone-vc/,53,33,
Vorwerk Ventures,https://www.crunchbase.com/organization/vorwerk-direct-selling-ventures,Venture Capital,82,12,"Berlin, Berlin, Germany","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Backing early-stage startups that drive positive impact for people and planet,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2007-01-01,year,https://vorwerkventures.com,https://www.linkedin.com/company/vorwerk-direct-selling-ventures-gmbh/?viewAsMember=true,52,30,1
Rheingau Founders,https://www.crunchbase.com/organization/rheingau-founders,Venture Capital,81,11,"Berlin, Berlin, Germany","Early Stage Venture, Late Stage Venture, Seed, Venture",Rheinhau Founders is a Berlin&Munich based venture capital firm,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://rheingau-founders.com,http://www.linkedin.com/company/rheingau-founders,48,22,3
BlueYard Capital,https://www.crunchbase.com/organization/blueyard-capital,Venture Capital,80,1,"Berlin, Berlin, Germany","Early Stage Venture, Seed, Venture",BlueYard seeks to invest in founders with transforming ideas that decentralize markets.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-01-01,day,http://blueyard.com/,https://www.linkedin.com/company/blueyard-capital,60,33,
42CAP,https://www.crunchbase.com/organization/42cap,"Micro VC, Venture Capital",77,4,"Munich, Bayern, Germany","Early Stage Venture, Seed, Venture","42CAP is a seed stage investment firm based in Munich, Germany.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.42cap.com,https://www.linkedin.com/company/42cap/,45,23,
Grazia Equity,https://www.crunchbase.com/organization/grazia-equity,Venture Capital,75,20,"Stuttgart, Baden-Wurttemberg, Germany","Early Stage Venture, Late Stage Venture, Seed","Grazia Equity is a venture capital firm investing in innovative, technology driven startups with high potential.","European Union (EU), Europe, Middle East, and Africa (EMEA)",1998-01-01,year,http://www.grazia.com/en/,http://www.linkedin.com/company/144162,40,27,5
IFB Innovationsstarter,https://www.crunchbase.com/organization/ifb-innovationsstarter-gmbh,Venture Capital,74,5,"Hamburg, Hamburg, Germany","Early Stage Venture, Grant, Non Equity Assistance, Seed, Venture",The IFB Innovationsstarter GmbH is an innovation funding and investment company of the City of Hamburg providing grants and investments.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://innovationsstarter.com/,https://www.linkedin.com/company/innovationsstarter,68,30,
FoodLabs,https://www.crunchbase.com/organization/atlantic-food-lab,"Entrepreneurship Program, Incubator, Venture Capital",73,4,"Berlin, Berlin, Germany","Early Stage Venture, Seed, Venture","FoodLabs is a venture studio and investor for startups that shape the future of nutrition, sustainability and health.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://foodlabs.com/,https://www.linkedin.com/company/atlantic-food-labs/,53,29,
10x Founders,https://www.crunchbase.com/organization/10x-founders,Venture Capital,66,1,"Munich, Bayern, Germany","Early Stage Venture, Seed, Venture",10x Founders is a network-driven European early-stage investor backed by over 200 entrepreneurs and angels.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.10xfounders.com/,https://www.linkedin.com/company/10x-founders/,51,11,
Brandenburg Kapital,https://www.crunchbase.com/organization/bfb-brandenburg-kapital-gmbh,"Government Office, Venture Capital",64,6,"Potsdam, Brandenburg, Germany","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Brandenburg Kapital invests in technology-orientated companies throughout the whole life-cycle.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1993-01-01,year,https://www.brandenburg-kapital.de,https://www.linkedin.com/company/bfb-brandenburg-kapital-gmbh---ilb/,56,29,
W ventures,https://www.crunchbase.com/organization/w-ventures-5f08,Venture Capital,63,2,"Berlin, Berlin, Germany","Early Stage Venture, Seed, Venture",W ventures engages in venture capital and incubation businesses.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2019-01-01,year,http://wventures.jp,https://www.linkedin.com/company/wventures/,51,15,1
seed + speed Ventures,https://www.crunchbase.com/organization/seed-speed-ventures,Venture Capital,62,6,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Seed + Speed Ventures is a venture capital firm that focuses on seed investments.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.seedandspeed.com,https://www.linkedin.com/company/seedandspeed,54,18,
DvH Ventures,https://www.crunchbase.com/organization/dvh-ventures,Venture Capital,62,6,"Köln, Nordrhein-Westfalen, Germany","Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",Dieter von Holtzbrinck Ventures (DvH Ventures) is one of the leading European early-stage investors.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://dvhventures.de/,https://www.linkedin.com/company/dieter-von-holtzbrinck-ventures-gmbh/,36,19,
Burda Principal Investments,https://www.crunchbase.com/organization/burda-principal-investments,Venture Capital,62,6,"Munich, Bayern, Germany","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture","Burda Principal Investments is the growth capital arm of Hubert Burda Media, providing capital and strategic support for growth companies.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.burdaprincipalinvestments.com/,https://www.linkedin.com/company/11065581/,38,23,1
Visionaries Club,https://www.crunchbase.com/organization/visionaries-club,Venture Capital,62,,"Berlin, Berlin, Germany","Early Stage Venture, Late Stage Venture, Seed",Visionaries Club is a leading European early stage VC backed by Europe's most successful digital founders and family business entrepreneurs.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2019-07-15,day,https://visionaries.vc,https://www.linkedin.com/company/visionaries-club/,40,11,
SevenVentures,https://www.crunchbase.com/organization/sevenventures,"Corporate Venture Capital, Startup Competition, Venture Capital",61,14,"Unterföhring, Bayern, Germany","Early Stage Venture, Late Stage Venture, Seed, Venture",SevenVentures is a leading venture capital firm that accelerates growth of B2C companies with media and very selected cash investments.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2009-01-01,year,http://sevenventures.de,https://www.linkedin.com/company/10262962,52,12,
Senovo,https://www.crunchbase.com/organization/senovo,Venture Capital,60,9,"München, Bayern, Germany","Early Stage Venture, Late Stage Venture, Seed, Venture",Senovo focuses on early stage B2B SaaS investments.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://www.senovo.vc/,https://www.linkedin.com/company/senovo-gmbh,34,23,
METRO Xcel,https://www.crunchbase.com/organization/techstars-metro,"Accelerator, Incubator, Venture Capital",60,5,"Berlin, Berlin, Germany","Convertible Note, Early Stage Venture, Late Stage Venture, Venture",METRO Xcel is a selective sales driven program for technology startups targeting hospitality and retail industries.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.metroaccelerator.com,https://www.linkedin.com/company/metro-accelerator,58,3,
bm-t beteiligungsmanagement thuringen,https://www.crunchbase.com/organization/bm-t-beteiligungsmanagement-thüringen,"Private Equity Firm, Venture Capital",60,7,"Erfurt, Thuringen, Germany","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",bm-t beteiligungsmanagement thüringen is a regional venture capital and private equity company with fokus on Thüringen/ Germany only.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2003-01-01,year,https://www.bm-t.com/,https://www.linkedin.com/company/bm-t-beteiligungsmanagement-th-ringen-gmbh/,44,39,1
Ananda Impact Ventures,https://www.crunchbase.com/organization/ananda-ventures-gmbh-social-venture-fund,Venture Capital,58,4,"Munich, Bayern, Germany","Early Stage Venture, Seed, Venture",Let's build stuff that truly matters! We back game-changing companies across Europe to achieve global impact.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2010-01-01,year,https://ananda.vc/,https://www.linkedin.com/company/ananda-impact-ventures,41,21,
CommerzVentures,https://www.crunchbase.com/organization/commerzventures-gmbh,Venture Capital,57,4,"Frankfurt, Hessen, Germany","Early Stage Venture, Late Stage Venture, Seed, Venture",CommerzVentures specializes in early- and growth-stage companies in the financial services and insurance sectors.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2014-10-01,day,http://www.commerzventures.com,https://www.linkedin.com/company/commerzventures,39,28,1
German Startups Group,https://www.crunchbase.com/organization/german-startups-group,Venture Capital,55,19,"Berlin, Berlin, Germany","Early Stage Venture, Late Stage Venture, Secondary Market, Seed",German Startups Group is a private investor of venture capital in Germany.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2012-06-01,day,https://www.german-startups.com/for-shareholders/about-us/,,41,5,3
Neosfer,https://www.crunchbase.com/organization/neosfer,"Corporate Venture Capital, Venture Capital",53,7,"Frankfurt, Hessen, Germany","Early Stage Venture, Seed",Neosfer (formerly main incubator) is the early stage investor and innovation unit of Commerzbank Group.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2013-10-09,day,https://www.neosfer.com,https://www.linkedin.com/company/5109156/,33,13,
Monkfish Equity,https://www.crunchbase.com/organization/monkfish-equity,Venture Capital,53,14,"Leipzig, Sachsen, Germany","Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",Monkfish Equity is an evergreen fund started by four entrepreneurs,"European Union (EU), Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://www.monkfish-equity.com/,https://de.linkedin.com/company/monkfishequity,49,7,2
Investitionsbank Berlin,https://www.crunchbase.com/organization/investitionsbank-berlin,"Investment Bank, Venture Capital",52,12,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Investitionsbank Berlin is a business development and promotion bank that finances small and medium businesses.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1924-01-01,year,http://www.ibb.de,https://www.linkedin.com/company/investitionsbank-berlin/,49,18,1
Hubraum,https://www.crunchbase.com/organization/hub-raum,"Accelerator, Incubator, Venture Capital",51,8,"Berlin, Berlin, Germany","Debt, Early Stage Venture, Seed","Hubraum connects tech entrepreneurs and startup companies with the network, capital and business opportunities of Deutsche Telekom.","European Union (EU), Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://hubraum.com,https://www.linkedin.com/company/2952666/,48,22,
