Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Private Equity Round - Atricom and Le BÃ¼ro,https://www.crunchbase.com/funding_round/atricom-and-le-bÃ¼ro-private-equity--8325c92d,Atricom and Le BÃ¼ro,https://www.crunchbase.com/organization/atricom-and-le-bÃ¼ro,Private Equity,"Frankfurt, Hessen, Germany, Europe",,,,2017-10-01,Private Equity,,,,Yes,Two modern and strategically located office buildings in suburban Frankfurt. ,Real Estate,,,,,,,Private Equity,1,,1,,EQT,"353,486"
Venture Round - autengo,https://www.crunchbase.com/funding_round/autengo-series-unknown--3e5ecea2,autengo,https://www.crunchbase.com/organization/autengo,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",2000000,USD,2000000,2019-03-13,,,,,Yes,SaaS for car dealerships,"Automotive, Information Technology, SaaS, Software",,http://www.autengo.com,,2000000,USD,2000000,,1,STS Ventures,4,,"Gerald Schoenbucher, Hessen Kapital I, Johannis Hatt, STS Ventures","342,036"
Seed Round - awamo,https://www.crunchbase.com/funding_round/awamo-seed--766d5b33,awamo,https://www.crunchbase.com/organization/awamo,Seed,"Frankfurt, Hessen, Germany, Europe",,,,2018-09-20,Seed,,,,Yes,Mobile banking & business platform for microfinance,"Banking, Biometrics, Financial Services, FinTech, SaaS, Software",,https://awamo.com,Less than $1M,2250000,USD,2250000,Seed,3,FinLab,1,2,FinLab,"664,921"
Seed Round - awamo,https://www.crunchbase.com/funding_round/awamo-seed--0cfaa417,awamo,https://www.crunchbase.com/organization/awamo,Seed,"Frankfurt, Hessen, Germany, Europe",1700000,USD,1700000,2017-06-08,Seed,,,,Yes,Mobile banking & business platform for microfinance,"Banking, Biometrics, Financial Services, FinTech, SaaS, Software",,https://awamo.com,Less than $1M,2250000,USD,2250000,Seed,3,,3,,"Bernd Wendeln, Jochen Berger, KFW DEG","665,651"
Pre Seed Round - Bavest,https://www.crunchbase.com/funding_round/bavest-pre-seed--d0bf68a7,Bavest,https://www.crunchbase.com/organization/bavest,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",1100000,EUR,1181532,2024-02-05,Seed,,,,Yes,"Bavest's infrastructure enables access to financial data, alternative data and analyzes portfolios with AI.","Artificial Intelligence (AI), Big Data, Developer APIs, Embedded Software, Financial Services, FinTech, Machine Learning, Stock Exchanges",,https://bavest.co,Less than $1M,1400000,EUR,1497589,Seed,2,,5,,"Christian Trummer, Dieter Staib, Jens Rehwinkel, Nautix Ventures, rezooM Capital","43,405"
Angel Round - Bavest,https://www.crunchbase.com/funding_round/bavest-angel--a7263327,Bavest,https://www.crunchbase.com/organization/bavest,Angel,"Frankfurt, Hessen, Germany, Europe",300000,EUR,316057,2022-05-01,Seed,,,,Yes,"Bavest's infrastructure enables access to financial data, alternative data and analyzes portfolios with AI.","Artificial Intelligence (AI), Big Data, Developer APIs, Embedded Software, Financial Services, FinTech, Machine Learning, Stock Exchanges",,https://bavest.co,Less than $1M,1400000,EUR,1497589,Seed,2,,4,,"Alexander Burlis, Dieter Staib, Felix Leonhardt, Moritz Luck","218,568"
Venture Round - bettervest GmbH,https://www.crunchbase.com/funding_round/bettervest-gmbh-series-unknown--8003774d,bettervest GmbH,https://www.crunchbase.com/organization/bettervest-gmbh,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",,,,2018-09-06,,,,,Yes,bettervest is a crowdinvesting platform for energy efficiency projects.,"Crowdfunding, Energy Efficiency, Financial Services",,https://www.bettervest.com/,$1M to $10M,255980,EUR,292055,,3,Triodos Bank,1,,Triodos Bank,"241,224"
Pre Seed Round - Biohacking ORB GmbH,https://www.crunchbase.com/funding_round/biohacking-orb-pre-seed--3f31141c,Biohacking ORB GmbH,https://www.crunchbase.com/organization/biohacking-orb,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",,,,2021-12-06,Seed,,,,Yes,A multisensory AI-driven platform for accelerating personal wellness,"Health Care, Personal Health, Wellness",,https://biohackingorb.com/,Less than $1M,,,,Seed,1,DDG AG,1,,DDG AG,"140,371"
Series A - BITA,https://www.crunchbase.com/funding_round/bita-series-a--651544ff,BITA,https://www.crunchbase.com/organization/bita,Series A,"Frankfurt, Hessen, Germany, Europe",6000000,EUR,6956699,2021-11-09,Early Stage Venture,,,,Yes,BITA is the world's first provider of end-to-end infrastructure for self-indexing and systematic investing.,"Finance, Financial Services, FinTech",,http://www.bitadata.com,Less than $1M,7250000,EUR,8360389,Early Stage Venture,4,ETFS Capital,2,2,"ETFS Capital, Volta Ventures","119,380"
Seed Round - BITA,https://www.crunchbase.com/funding_round/bita-seed--f5df4dc9,BITA,https://www.crunchbase.com/organization/bita,Seed,"Frankfurt, Hessen, Germany, Europe",,,,2020-01-01,Seed,,,,Yes,BITA is the world's first provider of end-to-end infrastructure for self-indexing and systematic investing.,"Finance, Financial Services, FinTech",,http://www.bitadata.com,Less than $1M,7250000,EUR,8360389,Early Stage Venture,4,Futury Capital,2,1,"Futury Capital, Volta Ventures","478,416"
Seed Round - BITA,https://www.crunchbase.com/funding_round/bita-seed--506f71ad,BITA,https://www.crunchbase.com/organization/bita,Seed,"Frankfurt, Hessen, Germany, Europe",1250000,EUR,1403690,2019-06-14,Seed,,,,Yes,BITA is the world's first provider of end-to-end infrastructure for self-indexing and systematic investing.,"Finance, Financial Services, FinTech",,http://www.bitadata.com,Less than $1M,7250000,EUR,8360389,Early Stage Venture,4,Futury Capital,3,3,"Futury Capital, Pamica NV, Volta Ventures","358,127"
Pre Seed Round - BITA,https://www.crunchbase.com/funding_round/bita-pre-seed--878f4396,BITA,https://www.crunchbase.com/organization/bita,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",,,,2018-10-04,Seed,,,,Yes,BITA is the world's first provider of end-to-end infrastructure for self-indexing and systematic investing.,"Finance, Financial Services, FinTech",,http://www.bitadata.com,Less than $1M,7250000,EUR,8360389,Early Stage Venture,4,,1,,Startupbootcamp FinTech & CyberSecurity,"572,717"
Series A - Bitadata,https://www.crunchbase.com/funding_round/bitadata-series-a--0e5a77fd,Bitadata,https://www.crunchbase.com/organization/bitadata,Series A,"Frankfurt, Hessen, Germany, Europe",6000000,EUR,6956699,2021-11-09,Early Stage Venture,,,,Yes,BITADATA is the world's first provider of end-to-end infrastructure for self-indexing and systematic investing.,"Finance, Financial Services, FinTech",,https://bitadata.co,$1M to $10M,10006699,USD,10006699,Early Stage Venture,2,,1,1,ETFS Capital,"78,409"
Seed Round - Bitadata,https://www.crunchbase.com/funding_round/bitadata-seed--555ee461,Bitadata,https://www.crunchbase.com/organization/bitadata,Seed,"Frankfurt, Hessen, Germany, Europe",3050000,USD,3050000,2021-10-24,Seed,,,,Yes,BITADATA is the world's first provider of end-to-end infrastructure for self-indexing and systematic investing.,"Finance, Financial Services, FinTech",,https://bitadata.co,$1M to $10M,10006699,USD,10006699,Early Stage Venture,2,,,,,"342,145"
Seed Round - Blockchain HELIX,https://www.crunchbase.com/funding_round/blockchain-helix-ag-seed--c3560cca,Blockchain HELIX,https://www.crunchbase.com/organization/blockchain-helix-ag,Seed,"Frankfurt, Hessen, Germany, Europe",,,,2021-08-05,Seed,,,,Yes,Blockchain HELIX is a blockchain technology that offers a digital identity solutions.,"Bitcoin, Blockchain, Cryptocurrency",,http://www.blockchain-helix.com,$1M to $10M,,,,Seed,2,,1,,Startupbootcamp Australia,"146,483"
Venture Round - Blockchain HELIX,https://www.crunchbase.com/funding_round/blockchain-helix-ag-series-unknown--bff755ea,Blockchain HELIX,https://www.crunchbase.com/organization/blockchain-helix-ag,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",,,,2019-05-07,,,,,Yes,Blockchain HELIX is a blockchain technology that offers a digital identity solutions.,"Bitcoin, Blockchain, Cryptocurrency",,http://www.blockchain-helix.com,$1M to $10M,,,,Seed,2,FinLab,2,,"EOS VC Fund, FinLab","627,401"
Pre Seed Round - BLOCKSIZE,https://www.crunchbase.com/funding_round/blocksize-capital-pre-seed--11bb35dd,BLOCKSIZE,https://www.crunchbase.com/organization/blocksize-capital,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",800000,EUR,904680,2018-12-15,Seed,,,,Yes,BLOCKSIZE empowers financial market participants to transform their business and provide bank-grade solutions for managing digital assets.,"Blockchain, Cryptocurrency, FinTech, SaaS, Software, Trading Platform",,https://www.blocksize.info,$1M to $10M,5900000,EUR,6867770,Early Stage Venture,3,,,,,"174,814"
Series A - BLOCKSIZE,https://www.crunchbase.com/funding_round/blocksize-capital-series-a--dd71afc5,BLOCKSIZE,https://www.crunchbase.com/organization/blocksize-capital,Series A,"Frankfurt, Hessen, Germany, Europe",4300000,EUR,5066507,2021-07-20,Early Stage Venture,,,,Yes,BLOCKSIZE empowers financial market participants to transform their business and provide bank-grade solutions for managing digital assets.,"Blockchain, Cryptocurrency, FinTech, SaaS, Software, Trading Platform",,https://www.blocksize.info,$1M to $10M,5900000,EUR,6867770,Early Stage Venture,3,,,,,"282,407"
Seed Round - BLOCKSIZE,https://www.crunchbase.com/funding_round/blocksize-capital-seed--003094a0,BLOCKSIZE,https://www.crunchbase.com/organization/blocksize-capital,Seed,"Frankfurt, Hessen, Germany, Europe",800000,EUR,896583,2019-05-15,Seed,,,,Yes,BLOCKSIZE empowers financial market participants to transform their business and provide bank-grade solutions for managing digital assets.,"Blockchain, Cryptocurrency, FinTech, SaaS, Software, Trading Platform",,https://www.blocksize.info,$1M to $10M,5900000,EUR,6867770,Early Stage Venture,3,,1,,FiveT Fintech (formerly Avaloq Ventures),"325,740"
Venture Round - Bloomwell Group,https://www.crunchbase.com/funding_round/the-bloomwell-group-series-unknown--3eea0fdd,Bloomwell Group,https://www.crunchbase.com/organization/the-bloomwell-group,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",,,,2023-02-07,,,,,Yes,Bloomwell Group provides easy access to natural based medicine.,"Health Care, Pharmaceutical",,https://www.bloomwell.eu,,10000000,USD,10000000,,2,Artemis Growth Partners,3,1,"Artemis Growth Partners, Measure 8 Venture Partners, Moritz Bleibtreu","31,547"
Seed Round - Bloomwell Group,https://www.crunchbase.com/funding_round/the-bloomwell-group-seed--74232b04,Bloomwell Group,https://www.crunchbase.com/organization/the-bloomwell-group,Seed,"Frankfurt, Hessen, Germany, Europe",10000000,USD,10000000,2021-10-18,Seed,,,,Yes,Bloomwell Group provides easy access to natural based medicine.,"Health Care, Pharmaceutical",,https://www.bloomwell.eu,,10000000,USD,10000000,,2,Measure 8 Venture Partners,3,2,"M4Capital, Measure 8 Venture Partners, Voxel Ventures","232,673"
Private Equity Round - Bookwire,https://www.crunchbase.com/funding_round/bookwire-private-equity--5c2beb83,Bookwire,https://www.crunchbase.com/organization/bookwire,Private Equity,"Frankfurt, Hessen, Germany, Europe",,,,2019-12-10,Private Equity,,,,Yes,Bookwire offers software solutions and digital services for the publishing industry.,"Internet, Publishing, Software",,https://www.bookwire.de/,$1B to $10B,,,,Private Equity,1,,1,,VR Equitypartner,"129,660"
Grant - Bs & T,https://www.crunchbase.com/funding_round/bs-t-grant--ebb0f9c3,Bs & T,https://www.crunchbase.com/organization/bs-t,Grant,"Frankfurt, Hessen, Germany, Europe",71429,EUR,82941,2018-09-01,,,,,No,Bs & T Frankfurt / Main GmbH is specializes in the development and production of integrated hyster loop measuring systems.,Data Integration,,https://b-stone.de/,,71429,EUR,82941,,1,,1,,EASME,"282,471"
Seed Round - Bullfinch,https://www.crunchbase.com/funding_round/bullfinch-seed--9d26c69f,Bullfinch,https://www.crunchbase.com/organization/bullfinch,Seed,"Frankfurt, Hessen, Germany, Europe",3500000,EUR,3961669,2021-12-01,Seed,,,,Yes,Point of Sale BNPL financing platform for renewable energy,"Embedded Systems, Energy, Finance, Financial Services, FinTech, Impact Investing, Lending, Renewable Energy",,https://www.bullfinch.com,$1M to $10M,10061669,USD,10061669,Seed,4,EWE AG,1,,EWE AG,"68,365"
Angel Round - Bullfinch,https://www.crunchbase.com/funding_round/bullfinch-angel--438dc24b,Bullfinch,https://www.crunchbase.com/organization/bullfinch,Angel,"Frankfurt, Hessen, Germany, Europe",600000,USD,600000,2020-01-03,Seed,,,,Yes,Point of Sale BNPL financing platform for renewable energy,"Embedded Systems, Energy, Finance, Financial Services, FinTech, Impact Investing, Lending, Renewable Energy",,https://www.bullfinch.com,$1M to $10M,10061669,USD,10061669,Seed,4,Elevate Capital,3,3,"10x Value Partners, Elevate Capital, MOMENI Ventures","182,552"
Seed Round - Bullfinch,https://www.crunchbase.com/funding_round/bullfinch-seed--03801f70,Bullfinch,https://www.crunchbase.com/organization/bullfinch,Seed,"Frankfurt, Hessen, Germany, Europe",5500000,USD,5500000,2022-01-17,Seed,,,,Yes,Point of Sale BNPL financing platform for renewable energy,"Embedded Systems, Energy, Finance, Financial Services, FinTech, Impact Investing, Lending, Renewable Energy",,https://www.bullfinch.com,$1M to $10M,10061669,USD,10061669,Seed,4,Impax Asset Management,1,,Impax Asset Management,"202,349"
Seed Round - Bullfinch,https://www.crunchbase.com/funding_round/bullfinch-seed--20f300ef,Bullfinch,https://www.crunchbase.com/organization/bullfinch,Seed,"Frankfurt, Hessen, Germany, Europe",,,,2020-12-03,Seed,,,,Yes,Point of Sale BNPL financing platform for renewable energy,"Embedded Systems, Energy, Finance, Financial Services, FinTech, Impact Investing, Lending, Renewable Energy",,https://www.bullfinch.com,$1M to $10M,10061669,USD,10061669,Seed,4,EWE AG,1,,EWE AG,"202,355"
Seed Round - bunton,https://www.crunchbase.com/funding_round/bunton-seed--03141bed,bunton,https://www.crunchbase.com/organization/bunton,Seed,"Frankfurt, Hessen, Germany, Europe",500000,EUR,540495,2024-02-20,Seed,,,,Yes,"bunton is a platform for female executive positions, female board positions, networking, and skill development.","Consulting, Human Resources, Management Consulting",,https://www.bunton.de,,500000,EUR,540495,Seed,1,,,,,"51,451"
Pre Seed Round - Callirius,https://www.crunchbase.com/funding_round/callirius-pre-seed--87b412ff,Callirius,https://www.crunchbase.com/organization/callirius,Pre-Seed,"Frankfurt, Hessen, Germany, Europe",1500000,CHF,1656342,2023-06-01,Seed,,,,Yes,"Callirius is here to make it happen. Financing for high-impact, nature-based solutions to actively decarbonize the atmosphere is inadequate.","Environmental Engineering, Natural Resources",,https://callirius.com,,1500000,CHF,1656342,Seed,1,,,,,"114,428"
Seed Round - cang.eco,https://www.crunchbase.com/funding_round/cang-eco-seed--707bca30,cang.eco,https://www.crunchbase.com/organization/cang-eco,Seed,"Frankfurt, Hessen, Germany, Europe",2800000,EUR,3149312,2020-07-05,Seed,,,,Yes,cang.eco is Europe's subscription platform for clean & green products. We combine the best third party brands with own products.,"Beauty, E-Commerce, Fast-Moving Consumer Goods",,http://www.cang.eco,,2800000,EUR,3149312,Seed,1,,3,,"BM H Beteiligungs-Managementgesellschaft Hessen, Conny & Co, Henkel Ventures","121,966"
Series B - Cansativa Group,https://www.crunchbase.com/funding_round/cansativa-group-series-b--3b54dc73,Cansativa Group,https://www.crunchbase.com/organization/cansativa-group,Series B,"Frankfurt, Hessen, Germany, Europe",15000000,USD,15000000,2022-02-16,Early Stage Venture,,,,Yes,WE ENABLE CANNABIS - Building the largest cannabis platform and offering the most desirable products and brands,"B2B, Cannabis, Pharmaceutical, Wholesale",,https://www.cansativa-group.com,$10M to $50M,20700000,USD,20700000,Early Stage Venture,4,Casa Verde Capital,3,1,"Alluti, Argonautic Ventures, Casa Verde Capital","292,961"
Seed Round - Cansativa Group,https://www.crunchbase.com/funding_round/cansativa-group-seed--7ecb9430,Cansativa Group,https://www.crunchbase.com/organization/cansativa-group,Seed,"Frankfurt, Hessen, Germany, Europe",2000000,USD,2000000,2019-02-19,Seed,,,,Yes,WE ENABLE CANNABIS - Building the largest cannabis platform and offering the most desirable products and brands,"B2B, Cannabis, Pharmaceutical, Wholesale",,https://www.cansativa-group.com,$10M to $50M,20700000,USD,20700000,Early Stage Venture,4,Northern Swan,1,1,Northern Swan,"441,220"
Series A - Cansativa Group,https://www.crunchbase.com/funding_round/cansativa-group-series-a--e7c438ca,Cansativa Group,https://www.crunchbase.com/organization/cansativa-group,Series A,"Frankfurt, Hessen, Germany, Europe",2500000,USD,2500000,2021-06-22,Early Stage Venture,,,,Yes,WE ENABLE CANNABIS - Building the largest cannabis platform and offering the most desirable products and brands,"B2B, Cannabis, Pharmaceutical, Wholesale",,https://www.cansativa-group.com,$10M to $50M,20700000,USD,20700000,Early Stage Venture,4,Greenfield Global,1,,Greenfield Global,"526,227"
Venture Round - Captiq,https://www.crunchbase.com/funding_round/captiq-series-unknown--f47edaef,Captiq,https://www.crunchbase.com/organization/captiq,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",,,,2023-02-27,,,,,Yes,"Captiq is a a digital online financing platform for doctors, pharmacists, lawyers and other chamber professions.","Financial Services, FinTech",,https://www.captiq.com,,2600000,EUR,2924088,,3,,1,,Hessen Kapital,"30,169"
Series A - Captiq,https://www.crunchbase.com/funding_round/captiq-series-a--cd8d43b4,Captiq,https://www.crunchbase.com/organization/captiq,Series A,"Frankfurt, Hessen, Germany, Europe",2600000,EUR,2924088,2021-11-23,Early Stage Venture,,,,Yes,"Captiq is a a digital online financing platform for doctors, pharmacists, lawyers and other chamber professions.","Financial Services, FinTech",,https://www.captiq.com,,2600000,EUR,2924088,,3,,1,,Sino AG,"490,522"
Venture Round - Captiq,https://www.crunchbase.com/funding_round/captiq-series-unknown--6a1cbf38,Captiq,https://www.crunchbase.com/organization/captiq,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",,,,2019-05-15,,,,,Yes,"Captiq is a a digital online financing platform for doctors, pharmacists, lawyers and other chamber professions.","Financial Services, FinTech",,https://www.captiq.com,,2600000,EUR,2924088,,3,,,,,"428,365"
Series B - CardioSecur,https://www.crunchbase.com/funding_round/personal-medsystems-series-b--506553a8,CardioSecur,https://www.crunchbase.com/organization/personal-medsystems,Series B,"Frankfurt, Hessen, Germany, Europe",5000000,EUR,5379624,2017-01-23,Early Stage Venture,,,,Yes,CardioSecur creates and sells products and services for mobile health with focus on instant cardiac monitoring.,"Health Care, Hospital, Medical",,https://www.cardiosecur.com/,$1M to $10M,7500000,EUR,8632736,Early Stage Venture,2,,3,1,"KPN Ventures, NRW.BANK, SGHF","292,800"
Venture Round - Cardisio,https://www.crunchbase.com/funding_round/cardisio-series-unknown--0ebdffbb,Cardisio,https://www.crunchbase.com/organization/cardisio,Venture - Series Unknown,"Frankfurt, Hessen, Germany, Europe",5000000,EUR,5214547,2022-07-02,,,,,Yes,Cardisio is a company that uses artificial intelligence in a non-invasive screening test for coronary and structural heart diseases.,"Artificial Intelligence (AI), Fitness, Health Care, Wellness",,https://cardis.io/,$1M to $10M,9706272,USD,9706272,,3,LEA Partners,1,1,LEA Partners,"68,098"
