Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
bezahl.de,https://www.crunchbase.com/organization/bezahl,Active,,"Financial Services, Mobile Payments, Payments","Cologne, Nordrhein-Westfalen, Germany",NX Technologies provides digital and automated payment management and solutions.,"17,481","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2018-05-01,month,,,,,For Profit,https://www.bezahl.de,,https://www.facebook.com/bezahl.de,https://www.linkedin.com/company/bezahl-de-nx-technologies-gmbh,"bezahl.de automates, digitizes, and streamlines the entire receivables process, from invoicing and dunning to financial accounting booking. Bezahl is a financial technology startup.","Financial Services, Mobile, Payments, Software",1,101-250,Lasse Diener,3,Early Stage Venture,2024-03-20,22000000,EUR,24062624,Series B,22000000,EUR,24062624,Series B,38000000,EUR,41384068,38000000,EUR,41384068,"PayPal Ventures, Motive Ventures, Motive Partners, Seaya, Walter Ventures",2,11,,,,,,,,,,,,,,Private,,,,,,,,,,,
BioEcho Life Sciences,https://www.crunchbase.com/organization/bioecho-life-sciences,Active,,"Biotechnology, Health Care, Product Management, Product Research","Cologne, Nordrhein-Westfalen, Germany","BioEcho develops innovative products that drastically improve the quality, convenience, and speed of standard molecular biology.","325,821","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2016-01-01,year,2024-10-23,day,,,For Profit,https://www.bioecho.de/,https://twitter.com/bioechols,,https://www.linkedin.com/company/bioecho-life-sciences-gmbh,"BioEcho Life Sciences develop and produce next-generation technologies and products to enable molecular biology and diagnostics laboratory workflows of higher convenience, higher robustness, and higher sustainability.","Biotechnology, Data and Analytics, Design, Health Care, Other, Science and Engineering",2,11-50,"Frank Schaefer, Markus Muller",1,M&A,2022-03-01,,,,Private Equity,,,,Private Equity,,,,,,,Ampersand Capital Partners,1,1,,Was Acquired,BioEcho Life Sciences acquired by Adhera Health,https://www.crunchbase.com/acquisition/adhera-health-acquires-bioecho-life-sciences--78552da8,Adhera Health,https://www.crunchbase.com/organization/adhera-health,2024-10-23,day,,,,Acquisition,,Private,,,,,,,,,,,
Bongour,https://www.crunchbase.com/organization/bongour,Active,,"Information Technology, Internet","Cologne, Nordrhein-Westfalen, Germany","Bongour is an online platform that allows professional and amateur cooks to build, operate and scale their culinary businesses.","183,515","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-12-01,month,,,,,For Profit,http://www.bongour.com,https://twitter.com/bongourapp,https://www.facebook.com/bongourapp/,https://www.linkedin.com/company/bongour,"Bongour is an innovative platform that provides infrastructure, logistics, technology and distribution to chefs and cooks looking to kickstart their own business, but with no resources to build it.  At Bongour we empower ambitious cooks and chefs to develop their own gastronomic business, without investing or paying any money. Think of Bongour as the first large scale gastronomy accelerator. Join the Gastronomy Revolution!","Information Technology, Internet Services",1,1-10,Victor Hugo Gomez Zerpa,1,Seed,2017-01-01,230000,EUR,242178,Angel,230000,EUR,242178,Angel,230000,EUR,242178,230000,EUR,242178,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,1
Braintech Media,https://www.crunchbase.com/organization/braintech-media,Active,,"Chatbot, Computer, Software","Köln, Nordrhein-Westfalen, Germany",BRN is currently the only provider of trustworthy and fast growing chatbots secured by blockchain technology.,"1,783,705","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2016-01-01,year,,,,,For Profit,https://brn.ai,,,https://www.linkedin.com/company/brnai,BRN is currently the only provider of trustworthy and fast growing chatbots secured by blockchain technology.,"Consumer Electronics, Hardware, Software",,11-50,,1,,2017-06-04,,,,Non-equity Assistance,,,,,,,,,,,VentureOut,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,1
Brajuu,https://www.crunchbase.com/organization/brajuu,Active,,E-Commerce,"Cologne, Nordrhein-Westfalen, Germany",Fashion-Tech Start-Up that unf*cks bra-shopping!,"591,829","European Union (EU), Europe, Middle East, and Africa (EMEA)",50676,,2019-11-01,day,,,,,For Profit,https://www.brajuu.com,,https://www.facebook.com/Brajuu.tech/,https://www.linkedin.com/company/brajuu/about/,"Feminine, delicate, bold and strong. This is Brajuu. A brand that is empowering the female body, pointing out the beauty of every shape, size and fit. Brajuu is proud of womanhood and loves curves and edges. We‘re developing a new way to shop bras online. Smart technology meets lingerie, that what makes us a #boobtech start-up. Our vision is: Perfectly fitting bras for everyone from everywhere. Because we're convinced that #alltitsaregoodtits.  Stay tuned for our launch!",Commerce and Shopping,2,1-10,"Lea Matschke, Melanie Wagenfort",1,Seed,2021-07-20,,,,Pre-Seed,,,,Pre-Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Buynomics,https://www.crunchbase.com/organization/buynomics,Active,,"Machine Learning, SaaS, Software","Cologne, Nordrhein-Westfalen, Germany",End-to-end revenue optimization,"18,906","European Union (EU), Europe, Middle East, and Africa (EMEA)",50672,$1M to $10M,2018-01-01,year,,,,,For Profit,https://www.buynomics.com/,,,https://www.linkedin.com/company/buynomics/,"Imagine knowing your customers’ preferences without tedious analyses, complex spreadsheets, or unreliable focus groups. Buynomics’ AI transforms all your readily available data into Virtual Customers that mimic the buying decisions of real consumers with unmatched precision. Use these instant and accurate consumer insights as the single source of truth to make decisions on prices, promotions, products, trade terms, channel & portfolio mix. Our holistic approach uncovers the links between critical revenue levers and provides fast and reliable recommendations for best results - your key to profitable and sustainable decisions.","Artificial Intelligence (AI), Data and Analytics, Software",3,51-100,"Emilio Matthaei, Ingo Reinhardt, Sebastian Baier",3,Early Stage Venture,2022-11-15,13000000,EUR,13464749,Series A,13000000,EUR,13464749,Series A,16064749,USD,16064749,16064749,USD,16064749,"Insight Partners, Seedcamp, DvH Ventures, Tomahawk.VC, La Famiglia",3,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
candidate select,https://www.crunchbase.com/organization/candidate-select,Active,,"Analytics, Artificial Intelligence (AI), Human Resources, Information Technology, Recruiting","Köln, Nordrhein-Westfalen, Germany","case uses context information and its own algorithm to make educational degrees comparable across institutions, subjects and countries.","96,446","European Union (EU), Europe, Middle East, and Africa (EMEA)",50968,$1M to $10M,2015-01-01,year,,,,,For Profit,https://www.candidate-select.com,https://twitter.com/case_score,https://www.facebook.com/candidateselect/,https://www.linkedin.com/company/candidate-select-gmbh/,"case uses context data and its own algorithms to make achievements comparable globally. We started as a research project and our algorithms are proven to predict hiring success as well as promotions and employee ratings. To date, we have 60+ customers, who we charge for automated screening of applications as well as sourcing of pre-assessed candidates.","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software",3,11-50,"Jan Bergerhoff, Max Hoyer, Philipp Karl Seegers",5,Seed,2022-01-31,750000,EUR,842205,Convertible Note,1050000,EUR,1195582,Seed,1230000,EUR,1387534,2673000,EUR,3004637,Rolf Schromgens,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Cannamedical Pharma,https://www.crunchbase.com/organization/cannamedical,Active,,"Cannabis, Health Care, Medical, Pharmaceutical","Köln, Nordrhein-Westfalen, Germany",Cannamedical Pharma is an independent medical cannabis wholesalers in the European Union.,"164,820","European Union (EU), Europe, Middle East, and Africa (EMEA)",50670,$1M to $10M,2016-01-01,year,,,,,For Profit,https://cannamedical.com,https://twitter.com/Cannamedical_de,https://www.facebook.com/CannamedicalPharma/,https://www.linkedin.com/company/cannamedical/,"Cannamedical Pharma is an independent medical cannabis wholesalers in the European Union. They at Cannamedical Pharma import high quality medical cannabis products and sell them to pharmacies and clinical institutions. The ever growing and aging world population demands better medical support with as few risks and side effects as possible. Their focus is to ensure the medical care of patients, education within the professional network and satisfaction of their customers. Their production partners must therefore meet the highest pharmaceutical quality standards worldwide, the so-called GMP guidelines (Good Manufacturing practice). They themselves are GDP (Good Distribution Practice) certified. This means that their products must not only be of the highest quality during manufacturing, but that they can guarantee this along the entire supply chain right up to the pharmacy.","Community and Lifestyle, Food and Beverage, Health Care",1,11-50,David Henn,1,Early Stage Venture,2019-01-31,15000000,EUR,17172256,Series A,15000000,EUR,17172256,Series A,15000000,EUR,17172256,15000000,EUR,17172256,Orkila Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,1
cdt.digital,https://www.crunchbase.com/organization/cdt-digital,Active,,Information Technology,"Cologne, Nordrhein-Westfalen, Germany","Technology Consultancy, Company Builder, Tech","2,627,048","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-04-01,day,,,,,For Profit,https://cdt.digital,https://twitter.com/HackerThinking,,https://linkedin.com/in/cdtdigital,"cdt digital GmbH is a European technology consultancy and company builder.We focus on the sustainable and efficient implementation of processes supporting the transition to digital business models. Key areas serviced by cdt digital are data processing, data protection and IT/IoT security as well as B2B marketing. We firmly believe in diversity, communication and co-creation in selecting and applying our expertise to safeguard and grow our client’s business. In effect, this also means that beyond our core teams, our clients also have access to the expertise and global networks of our partners and affiliates Cyttraction (cybersecurity training) emoticomms (B2B marketing) Miota (strategic international marketing) Blueprint Events & Services (visual design & location-based marketing) Skaiya (hologram control systems) G3nie (3D printing)",Information Technology,1,1-10,Carolin Desirėe Toepfer,1,Seed,2018-12-01,,,,Seed,,,,Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
CheMondis,https://www.crunchbase.com/organization/chemondis-gmbh,Active,,"Chemical, E-Commerce, Marketplace","Cologne, Nordrhein-Westfalen, Germany",CheMondis is a B2B marketplace for chemicals.,"253,261","European Union (EU), Europe, Middle East, and Africa (EMEA)",50667,$1M to $10M,2018-01-01,year,,,,,For Profit,https://www.chemondis.com,,,https://www.linkedin.com/company/chemondis/,"CheMondis provides a B2B marketplace for the chemical industry that connects buyers and suppliers. They provide information and business opportunities by combining customers, creating a marketplace, and using it as their online shop.","Commerce and Shopping, Science and Engineering",,51-100,,1,Seed,2018-06-01,,,,Seed,,,,Seed,,,,,,,LANXESS,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
consultingheads GmbH,https://www.crunchbase.com/organization/consultingheads,Active,,"Consulting, Education, Freelance, Human Resources, Internet, Project Management, Software","Cologne, Nordrhein-Westfalen, Germany",consultingheads– Matching brilliant minds.,"506,980","European Union (EU), Europe, Middle East, and Africa (EMEA)",50823,Less than $1M,2016-01-01,year,,,,,For Profit,https://www.consultingheads.com,,,https://de.linkedin.com/company/consultingheads,"From strategy to execution: We bring companies and top consultants together. As a leading consulting community that is consistently growing and producing the best matches in the industry. Looking for brilliant consultants? consultingheads finds them and brings them together! We are specialists when it comes to placing highly qualified consultants in your company, where they can strengthen it with their specific skills and drive (digital) growth. In addition, we want to be your reliable long-term partner at eye level when it comes to growth strategies and talent matching. In our one of a kind consultingheads community there are more than 12,000 consultants for whom we also want to be the best possible cooperation partners. This has made us the leading consulting community in the German market, covering a broad spectrum of industries and areas of focus. Many of our candidates have experience in leading management consultancies. Our customers include well-known consultancies, medium-sized companies as well as corporate groups.","Administrative Services, Education, Internet Services, Other, Professional Services, Software",2,11-50,"Gerwin Fricke, Ralf Fuhrmann",1,Seed,2017-06-01,,,,Seed,,,,Seed,,,,,,,Menden Ventures Consulting,1,1,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
DeepL,https://www.crunchbase.com/organization/linguee,Active,,"Artificial Intelligence (AI), Generative AI, Software, Translation Service","Cologne, Nordrhein-Westfalen, Germany","DeepL is a software company that offers a communication platform for AI based translation, editing, and writing services.",196,"European Union (EU), Europe, Middle East, and Africa (EMEA)",50825,Less than $1M,2017-08-01,month,,,,,For Profit,https://www.deepl.com/,https://x.com/deeplcom,https://www.facebook.com/DeepLcom,https://www.linkedin.com/company/linkedin-com-company-deepl,"DeepL is a deep learning company using artificial intelligence (AI) and machine learning (ML) for several language translation products, such as the bilingual dictionary Linguae or the machine translation service DeepL. The company was founded in 2017.","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",1,501-1000,Jaroslaw Kutylowski,5,,2024-05-22,300000000,USD,300000000,Venture - Series Unknown,300000000,USD,300000000,Venture - Series Unknown,400000000,USD,400000000,400000000,USD,400000000,"Bessemer Venture Partners, IVP, Index Ventures, ICONIQ Growth, Teachers’ Venture Growth",4,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
Drop Friends,https://www.crunchbase.com/organization/drop-friends,Active,,"Information Technology, Packaging Services","Cologne, Nordrhein-Westfalen, Germany",Drop Friends is a platform for parcel shipments.,"388,041","European Union (EU), Europe, Middle East, and Africa (EMEA)",50670,Less than $1M,2019-01-01,year,,,,,For Profit,https://www.dropfriends.com/,https://twitter.com/dropfriends,https://www.facebook.com/DropFriendsApp,https://www.linkedin.com/company/dropfriends/,Drop Friends is an app that accepts packages for your community and ties them to an office or hotel at the time of delivery. It is a platform for parcel shipments.,"Administrative Services, Information Technology",,1-10,,1,Seed,2022-07-07,,,,Pre-Seed,,,,Pre-Seed,,,,,,,"NRW.BANK, Daniel Senft, Randolf Schürmann, Markus Richter, Daniel Matuschewsky",,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
eekual,https://www.crunchbase.com/organization/eekual,Active,,"Fashion, Generative AI","Köln, Nordrhein-Westfalen, Germany",we make generative AI that makes fashion,"129,728","European Union (EU), Europe, Middle East, and Africa (EMEA)",50825,,2018-01-01,year,,,,,For Profit,https://eekual.com/,,,https://www.linkedin.com/company/eekual,"At eekual bionic, we built the first AI that generates physical fashion products. First it finds out what a person wants, then it makes exactly that with the least amount of resources. Thus generating maximum benefit to the customer, the planet, and the company.","Artificial Intelligence (AI), Clothing and Apparel, Design",3,11-50,"Maximilian Bock, Stephan Karmann, William Lyons",2,Seed,2021-10-15,200000,EUR,231994,Grant,100000,EUR,118088,Pre-Seed,100000,EUR,118088,300000,EUR,350082,Fabian Dittrich,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
